CondA_SRR3105699	CondA_SRR3105698	CondA_SRR3105697	CondB_SRR3099587	CondB_SRR3099586	CondB_SRR3099585
ostta04g04340	411	744	454	684	444	521
ostta04g04350	1428	2816	1838	2062	1564	1833
ostta04g04360	27	70	49	69	79	6
ostta04g04370	119	289	126	152	106	25
ostta04g04380	63	73	74	117	86	20
ostta04g04390	864	1973	831	1318	1269	527
ostta04g04400	21	47	60	68	37	6
ostta04g04410	21	46	23	28	24	26
ostta04g04420	70	182	107	38	27	427
ostta04g04430	25	53	30	3	14	41
ostta04g04440	25	46	36	27	28	12
ostta04g04450	3	0	2	0	1	0
ostta04g04460	162	342	185	300	216	55
ostta04g04470	75	146	69	50	42	6
ostta04g04480	232	542	201	248	245	287
ostta04g04490	28	50	14	11	24	26
ostta04g04500	93	179	94	156	129	152
ostta04g04510	26	68	18	49	32	12
ostta04g04520	308	712	255	489	356	397
ostta04g04530	76	159	79	127	88	47
ostta04g04540	36	78	34	88	71	28
ostta04g04550	192	550	225	424	475	519
ostta04g04560	338	712	354	626	491	363
ostta04g04570	201	364	162	403	303	163
ostta04g04580	221	709	199	362	256	402
ostta04g04590	82	263	79	59	165	269
ostta04g04600	204	719	156	159	314	535
ostta04g04630	219	374	324	407	311	316
ostta04g04640	143	311	152	228	204	100
ostta04g04650	100	172	67	142	85	68
ostta04g04660	284	594	285	480	306	313
ostta04g04670	93	241	146	200	109	6
ostta04g04680	592	1671	500	753	494	31
ostta04g04690	135	247	211	226	109	206
ostta04g04700	74	146	179	94	89	105
ostta04g04710	13	26	30	24	25	12
ostta04g04720	21	90	37	36	27	7
ostta04g04730	88	135	91	123	77	36
ostta04g04740	629	1854	627	581	627	455
ostta04g04750	667	1354	585	684	510	445
ostta04g04760	464	927	555	724	505	198
ostta04g04770	319	678	364	756	868	1325
ostta04g04780	88	157	122	161	112	98
ostta04g04790	1956	6750	1730	2277	2288	2279
ostta04g04820	1641	4005	1308	2858	2485	361
ostta04g04830	333	695	461	401	286	728
ostta04g04840	201	401	256	325	284	24
ostta04g04850	650	1608	623	1239	1332	1603
ostta04g04860	260	788	251	394	303	217
ostta04g04870	506	917	311	262	168	429
ostta04g04880	74	129	106	132	107	49
ostta04g04890	178	388	137	516	331	6
ostta04g04900	33	102	47	64	49	3
ostta04g04910	409	645	527	621	424	140
ostta04g04920	136	351	122	158	149	124
ostta04g04930	21	32	15	6	3	2
ostta04g04940	70	133	65	96	78	50
ostta04g04950	91	184	56	150	149	95
ostta04g04960	254	550	201	334	295	243
ostta04g04970	121	231	101	226	202	183
ostta04g04980	295	654	308	401	345	321
ostta04g04990	39	60	44	57	55	56
ostta04g05000	70	143	70	113	89	83
ostta04g05010	1081	2541	1201	2445	2005	163
ostta04g05020	192	333	289	292	271	550
ostta04g05030	459	837	820	818	446	274
ostta04g05040	349	1103	368	581	617	323
ostta04g05050	1179	2882	1101	2243	2856	3206
ostta04g05060	85	144	158	142	90	78
ostta04g05070	119	192	97	123	137	107
ostta04g05080	100	172	106	146	107	46
ostta04g05090	62	122	124	122	161	98
ostta04g05100	47	113	64	89	102	38
ostta04g05110	158	386	176	255	199	157
ostta04g05120	131	324	208	275	232	185
ostta04g05130	1197	3117	1145	1957	1791	1660
ostta04g05140	1008	2109	852	1911	1507	1293
ostta04g05150	79	140	109	128	81	24
ostta04g05160	403	702	783	659	392	343
ostta04g05170	69	92	66	70	45	53
ostta04g05180	13	29	40	23	15	25
ostta04g05190	275	606	332	407	311	242
ostta04g05200	156	280	200	223	169	99
ostta04g05210	279	499	302	106	85	44
ostta04g05220	219	539	160	265	262	226
ostta04g05230	127	313	150	191	214	165
ostta04g05240	701	1888	902	1096	920	648
ostta04g05250	69	172	111	153	131	46
ostta04g05260	212	592	188	346	326	118
ostta04g05270	4	6	11	5	8	0
ostta04g05280	1384	3557	1593	800	527	320
ostta04g05300	601	1176	758	486	581	527
ostta04g05310	72	139	110	122	95	50
ostta04g05320	38	77	62	37	30	11
ostta04g05330	156	398	135	211	228	180
ostta04g05340	133	197	92	182	143	117
ostta04g05350	18	24	31	19	23	14
ostta04g05360	870	1623	1266	1584	1196	1221
ostta04g05370	5	10	3	10	5	2
ostta04g05380	458	1124	484	795	700	32
ostta04g05390	88	143	145	128	114	81
ostta04g05400	244	564	253	412	269	316
ostta04g05410	113	265	127	158	140	99
ostta04g05420	30	52	29	36	42	67
ostta04g05430	114	291	107	183	151	152
ostta04g05440	208	418	318	513	693	631
ostta04g05450	370	1046	283	515	478	245
ostta04g05460	50	107	63	92	63	138
ostta04g05470	6958	20298	6655	5957	5920	7177
ostta04g05480	156	301	206	289	262	127
ostta04g05490	825	2263	843	1448	1599	1501
ostta04g05500	427	934	442	741	772	683
ostta04g05510	167	314	98	162	160	171
ostta04g05530	49	99	77	88	65	32
ostta04g05540	89	197	76	126	105	40
ostta04g05550	96	180	118	152	124	48
ostta04g05560	560	1181	770	1301	1344	848
ostta04g05570	807	1941	882	2071	2361	1829
ostta04g05580	25	33	24	8	13	5
ostta04g05590	6	16	10	6	5	0
ostta04g05600	1	0	0	1	0	0
ostta05g00010	55	104	98	82	101	16
ostta05g00020	90	176	78	127	124	88
ostta05g00030	288	641	315	552	432	361
ostta05g00040	176	341	180	289	251	297
ostta05g00050	126	280	122	235	176	42
ostta05g00060	75	143	87	81	107	51
ostta05g00070	387	895	308	495	439	379
ostta05g00075	242	479	317	523	379	330
ostta05g00080	283	537	364	361	291	398
ostta05g00090	158	386	195	153	155	143
ostta05g00100	123	293	141	28	35	320
ostta05g00110	905	1642	1214	1091	990	651
ostta05g00120	38	73	33	74	54	65
ostta05g00130	95	195	88	160	123	149
ostta05g00140	632	1512	833	1568	1393	1444
ostta05g00150	186	363	260	271	233	116
ostta05g00160	283	666	285	218	201	103
ostta05g00170	47	115	39	91	74	26
ostta05g00180	213	559	164	313	239	172
ostta05g00190	403	692	452	371	257	46
ostta05g00200	408	1162	521	642	495	552
ostta05g00210	152	272	136	283	201	242
ostta05g00220	236	520	299	374	325	361
ostta05g00225	41	74	56	63	49	44
ostta05g00230	677	1178	942	1440	1214	1057
ostta05g00240	281	418	388	277	195	99
ostta05g00250	872	2049	912	1165	1134	1094
ostta05g00260	107	188	125	150	125	113
ostta05g00270	259	615	288	473	403	27
ostta05g00280	374	721	403	403	406	331
ostta05g00290	541	1154	602	1003	771	498
ostta05g00300	154	309	218	328	286	179
ostta05g00310	332	610	314	174	159	79
ostta05g00320	76	118	108	153	126	217
ostta05g00330	204	468	202	271	266	93
ostta05g00340	100	231	117	174	136	96
ostta05g00350	117	236	160	171	143	45
ostta05g00360	123	236	108	103	56	7
ostta05g00370	193	470	186	400	242	281
ostta05g00380	99	217	102	116	151	90
ostta05g00390	134	216	156	270	163	259
ostta05g00400	82	175	95	109	121	71
ostta05g00410	512	936	525	741	663	408
ostta05g00420	56	108	63	74	61	80
ostta05g00430	77	102	102	95	101	57
ostta05g00440	7	18	0	5	8	0
ostta05g00450	203	466	171	124	63	8
ostta05g00460	242	554	272	221	190	157
ostta05g00470	319	738	442	302	254	523
ostta05g00480	397	1145	382	572	496	221
ostta05g00490	203	460	197	231	265	289
ostta05g00500	136	231	80	203	163	80
ostta05g00510	18	30	33	8	10	9
ostta05g00520	305	575	412	526	404	343
ostta05g00530	117	233	146	234	135	141
ostta05g00540	67	139	84	104	79	130
ostta05g00550	69	151	61	54	49	112
ostta05g00560	115	228	108	65	69	635
ostta05g00570	115	267	114	141	142	258
ostta05g00580	17	35	16	27	16	13
ostta05g00590	81	101	89	96	111	109
ostta05g00600	88	213	96	117	164	78
ostta05g00610	977	2313	1063	1735	1315	928
ostta05g00620	38	55	40	101	57	37
ostta05g00630	297	587	294	408	462	433
ostta05g00640	616	1679	560	642	640	500
ostta05g00650	32	56	26	50	43	43
ostta05g00660	92	162	119	143	134	91
ostta05g00670	53	121	35	30	35	40
ostta05g00680	273	477	222	435	434	375
ostta05g00690	87	108	137	121	52	5
ostta05g00700	26	50	20	28	49	20
ostta05g00710	91	140	92	150	110	27
ostta05g00720	680	1263	712	1128	986	979
ostta05g00730	179	311	175	239	196	162
ostta05g00740	15	37	25	28	14	17
ostta05g00750	148	363	177	267	311	214
ostta05g00760	297	669	372	945	834	592
ostta05g00770	610	1378	751	1186	1256	905
ostta05g00780	231	561	225	484	366	391
ostta05g00790	379	772	409	968	938	827
ostta05g00800	696	1320	1138	1080	934	1846
ostta05g00810	370	1187	320	648	701	830
ostta05g00820	1	5	5	0	1	3
ostta05g00830	25	49	42	55	33	21
ostta05g00840	380	807	505	662	662	469
ostta05g00850	203	613	236	305	209	625
ostta05g00860	17	20	35	26	29	13
ostta05g00870	23	44	21	26	35	26
ostta05g00880	59	142	76	101	63	33
ostta05g00890	367	568	417	512	360	421
ostta05g00900	533	892	666	762	533	531
ostta05g00910	98	219	143	157	133	113
ostta05g00920	72	127	88	72	50	140
ostta05g00930	297	649	407	287	230	661
ostta05g00940	631	1138	837	890	699	2516
ostta05g00950	151	314	202	155	132	243
ostta05g00960	22	23	34	31	17	18
ostta05g00970	205	479	138	272	207	136
ostta05g00980	9	13	20	5	9	3
ostta05g00990	1104	1653	2075	2544	1806	1027
ostta05g01000	239	486	388	380	310	236
ostta05g01010	420	1104	337	216	109	177
ostta05g01020	18	20	12	19	5	13
ostta05g01030	317	984	292	401	374	439
ostta05g01040	304	650	354	368	305	255
ostta05g01050	1057	2172	1049	2473	2137	733
ostta05g01055	15	16	3	6	5	3
ostta05g01060	104	204	94	137	153	124
ostta05g01070	160	378	186	184	152	425
ostta05g01080	307	744	284	102	64	11
ostta05g01090	90	203	158	163	150	91
ostta05g01100	107	182	155	251	107	91
ostta05g01110	2319	4807	2967	3976	3919	1533
ostta05g01120	690	1723	622	1108	1243	1935
ostta05g01130	52	69	47	72	40	34
ostta05g01140	573	1259	615	854	713	1081
ostta05g01150	87	183	105	165	135	329
ostta05g01160	113	157	106	175	141	132
ostta05g01170	34	42	18	30	26	32
ostta05g01180	311	726	266	498	404	341
ostta05g01190	19	17	19	27	30	21
ostta05g01200	620	1488	572	1528	1585	1033
ostta05g01210	496	1212	498	789	823	489
ostta05g01220	1258	3960	1052	1743	1897	1694
ostta05g01230	592	1377	838	964	845	5420
ostta05g01240	125	237	146	170	173	167
ostta05g01250	132	433	157	184	196	185
ostta05g01260	47	59	74	44	29	3
ostta05g01270	124	200	128	130	101	48
ostta05g01280	330	819	365	608	653	713
ostta05g01290	229	340	364	339	300	270
ostta05g01300	518	1032	606	707	669	451
ostta05g01310	45	127	63	74	45	34
ostta05g01320	306	735	314	379	302	43
ostta05g01330	246	474	246	281	220	198
ostta05g01340	58	143	78	103	84	45
ostta05g01350	334	707	357	373	390	433
ostta05g01360	976	2107	843	1207	861	155
ostta05g01370	466	707	837	746	592	467
ostta05g01380	130	500	97	306	262	20
ostta05g01390	102	209	174	175	126	21
ostta05g01400	189	341	190	230	187	141
ostta05g01410	67	128	51	82	60	10
ostta05g01420	20	46	38	63	35	0
ostta05g01430	191	418	187	322	278	192
ostta05g01440	2	1	4	1	2	1
ostta05g01450	394	951	321	381	318	55
ostta05g01460	682	1167	731	768	457	286
ostta05g01470	93	200	95	121	84	66
ostta05g01480	129	222	159	144	92	69
ostta05g01490	249	524	276	298	310	175
ostta05g01495	173	287	261	271	282	132
ostta05g01500	38	76	47	66	84	30
ostta05g01510	62	163	71	91	75	171
ostta05g01520	46	77	27	70	64	18
ostta05g01530	23	69	35	68	55	28
ostta05g01550	108	225	115	162	135	77
ostta05g01560	36	67	19	22	56	8
ostta05g01570	139	349	143	269	205	242
ostta05g01580	194	409	256	302	279	304
ostta05g01590	196	635	229	260	229	244
ostta05g01600	167	388	157	211	243	298
ostta05g01610	153	351	168	284	277	189
ostta05g01620	43	78	30	52	37	54
ostta05g01630	2824	6480	3049	3579	2164	3096
ostta05g01640	518	1010	719	693	838	1450
ostta05g01650	616	1450	616	713	570	529
ostta05g01660	3807	8709	4137	7352	7886	8165
ostta05g01670	243	419	316	511	354	213
ostta05g01680	129	287	126	234	264	176
ostta05g01690	2271	6494	2381	2612	1895	502
ostta05g01700	564	849	650	661	487	170
ostta05g01710	946	1699	993	1320	1120	755
ostta05g01720	156	270	183	152	145	100
ostta05g01730	493	1157	828	328	308	73
ostta05g01740	49	65	50	85	48	30
ostta05g01750	169	289	253	344	264	178
ostta05g01760	198	488	299	460	376	140
ostta05g01770	307	773	295	519	509	347
ostta05g01780	4956	8891	4703	4906	4101	4503
ostta05g01790	573	1468	589	707	558	296
ostta05g01800	187	395	227	282	240	162
ostta05g01810	40	70	43	69	52	42
ostta05g01820	268	586	372	443	403	581
ostta05g01830	455	1206	385	409	410	426
ostta05g01840	67	130	79	116	95	71
ostta05g01850	149	323	168	305	196	30
ostta05g01860	466	862	696	633	522	1052
ostta05g01870	403	977	483	694	554	535
ostta05g01880	169	349	195	211	202	206
ostta05g01890	289	413	503	535	371	261
ostta05g01900	95	183	139	212	174	226
ostta05g01910	42	89	69	60	73	88
ostta05g01920	53	98	77	42	40	69
ostta05g01930	109	230	90	72	77	13
ostta05g01940	224	591	260	403	293	376
ostta05g01950	252	454	444	573	365	270
ostta05g01960	45	96	72	82	81	70
ostta05g01970	595	1040	874	1049	882	777
ostta05g01980	2102	5493	2082	3192	3373	4412
ostta05g01990	827	2047	873	1502	1782	1758
ostta05g02000	177	387	185	255	282	227
ostta05g02010	102	262	141	223	135	127
ostta05g02020	787	1609	929	1173	1131	873
ostta05g02030	54	312	76	11	100	128
ostta05g02050	922	2986	932	847	997	1052
ostta05g02060	90	199	90	117	63	52
ostta05g02070	68	136	72	84	83	214
ostta05g02080	746	1694	625	875	811	657
ostta05g02090	404	1262	412	478	553	683
ostta05g02100	344	906	367	583	545	243
ostta05g02110	64	97	67	65	40	111
ostta05g02120	727	1797	839	639	582	91
ostta05g02130	582	1117	715	999	881	1337
ostta05g02140	216	405	325	427	458	387
ostta05g02150	172	267	241	320	188	259
ostta05g02160	180	340	189	216	186	168
ostta05g02170	233	399	293	375	244	142
ostta05g02180	856	1399	769	1499	1080	1701
ostta05g02190	848	1945	1422	1458	1470	446
ostta05g02200	17	33	9	11	17	6
ostta05g02210	34	91	27	103	60	2
ostta05g02220	664	1730	483	829	694	435
ostta05g02230	40	56	42	27	16	5
ostta05g02235	33	50	26	34	20	6
ostta05g02240	288	724	316	426	587	635
ostta05g02250	137	241	128	196	190	190
ostta05g02260	244	431	274	340	311	263
ostta05g02270	56	144	59	68	74	26
ostta05g02280	466	814	663	478	457	330
ostta05g02290	141	380	192	209	140	159
ostta05g02300	350	565	350	417	338	127
ostta05g02310	23	40	24	34	40	23
ostta05g02320	46	109	66	97	48	59
ostta05g02330	1876	4307	2369	4284	2945	2371
ostta05g02340	188	328	273	253	233	153
ostta05g02350	97	214	118	158	104	121
ostta05g02360	165	331	195	338	270	239
ostta05g02370	1	3	3	0	0	3
ostta05g02380	341	654	526	436	309	1752
ostta05g02390	543	1193	431	503	488	185
ostta05g02400	15	21	24	14	24	18
ostta05g02410	55	92	53	76	33	82
ostta05g02418	42	101	60	32	31	295
ostta05g02420	7	6	5	0	0	0
ostta05g02422	54	68	65	70	91	25
ostta05g02426	3988	10960	4988	5910	6157	4121
ostta05g02430	420	959	487	345	352	537
ostta05g02440	12	38	16	44	78	54
ostta05g02450	1175	3056	1190	2197	2326	2048
ostta05g02460	136	353	171	172	213	123
ostta05g02470	289	658	304	468	485	8
ostta05g02480	120	256	100	135	108	20
ostta05g02490	137	327	201	320	138	147
ostta05g02500	47	84	57	69	65	87
ostta05g02510	463	893	697	779	691	461
ostta05g02520	14	32	15	33	16	20
ostta05g02530	171	369	161	257	173	213
ostta05g02540	195	441	160	211	251	188
ostta05g02550	348	801	366	347	298	252
ostta05g02560	568	1246	618	568	385	454
ostta05g02570	431	893	571	759	428	407
ostta05g02580	256	708	290	353	279	286
ostta05g02590	114	229	149	167	144	112
ostta05g02600	464	815	751	588	545	362
ostta05g02610	544	895	699	787	883	1145
ostta05g02620	378	549	793	695	570	640
ostta05g02630	32	34	48	67	22	37
ostta05g02640	179	436	165	257	266	282
ostta05g02650	354	698	426	524	482	734
ostta05g02660	205	533	229	298	221	203
ostta05g02665	163	343	231	225	238	171
ostta05g02670	362	645	380	523	451	310
ostta05g02680	793	1944	703	1124	1397	1184
ostta05g02690	142	279	115	149	99	20
ostta05g02700	341	734	368	490	435	339
ostta05g02710	102	180	160	163	108	78
ostta05g02720	167	381	229	281	324	170
ostta05g02730	744	1510	784	840	609	541
ostta05g02740	2388	4958	2665	3163	2561	4452
ostta05g02750	87	138	102	184	87	62
ostta05g02760	373	810	338	447	532	384
ostta05g02770	43	190	51	33	118	82
ostta05g02780	93	195	152	195	145	276
ostta05g02790	79	110	67	124	185	113
ostta05g02800	122	264	142	230	243	111
ostta05g02810	69	143	195	196	110	72
ostta05g02820	730	1716	716	960	970	926
ostta05g02830	534	1275	376	592	598	353
ostta05g02840	585	1616	571	562	545	540
ostta05g02845	135	310	139	230	252	179
ostta05g02850	407	775	390	824	772	900
ostta05g02860	38	65	50	29	23	14
ostta05g02870	191	346	198	133	92	113
ostta05g02880	96	186	146	58	32	8
ostta05g02890	58	70	64	77	55	5
ostta05g02900	203	359	264	350	264	208
ostta05g02910	41	99	65	115	129	1
ostta05g02920	456	1178	374	941	532	65
ostta05g02930	2407	4256	3287	4155	4115	2163
ostta05g02940	223	467	201	255	256	219
ostta05g02950	423	768	440	686	662	456
ostta05g02960	7	26	23	13	23	10
ostta05g02970	81	184	99	93	87	16
ostta05g02975	98	169	80	118	104	6
ostta05g02980	59	141	35	52	44	53
ostta05g02990	23	57	39	52	22	28
ostta05g03000	74	172	88	138	108	15
ostta05g03010	25	79	40	29	61	17
ostta05g03020	228	482	233	242	161	68
ostta05g03030	79	185	78	103	65	104
ostta05g03040	526	1161	517	627	606	53
ostta05g03050	6	9	7	0	0	0
ostta05g03060	101	188	144	153	134	60
ostta05g03070	59	117	43	80	68	22
ostta05g03080	26	43	16	17	12	1
ostta05g03090	61	163	51	22	25	2
ostta05g03100	3	5	2	3	3	0
ostta05g03110	36	49	37	72	30	13
ostta05g03120	723	1675	1010	1912	2164	372
ostta05g03130	1595	3698	1692	2867	2673	1520
ostta05g03140	70	111	66	110	88	51
ostta05g03150	559	1162	563	773	581	891
ostta05g03160	130	267	183	183	189	193
ostta05g03170	84	141	139	117	87	105
ostta05g03180	145	419	169	261	213	13
ostta05g03190	15	74	24	25	31	3
ostta05g03200	27	58	18	34	25	1
ostta05g03210	354	717	320	432	303	83
ostta05g03220	178	316	216	381	232	395
ostta05g03230	311	654	386	416	458	586
ostta05g03240	19	22	17	21	37	30
ostta05g03250	30	65	44	59	61	17
ostta05g03260	112	329	122	153	144	49
ostta05g03270	214	514	234	275	291	217
ostta05g03280	1	5	2	4	3	0
ostta05g03290	53	130	147	200	146	127
ostta05g03300	231	436	179	294	301	306
ostta05g03310	61	127	54	63	76	61
ostta05g03320	329	665	378	532	451	243
ostta05g03330	250	583	255	490	373	86
ostta05g03340	513	957	614	995	839	578
ostta05g03350	57	118	49	87	55	50
ostta05g03360	189	415	200	368	391	368
ostta05g03370	523	1447	665	417	320	193
ostta05g03380	414	887	402	792	775	674
ostta05g03390	78	122	92	115	96	99
ostta05g03400	71	155	58	146	117	122
ostta05g03405	41	88	55	75	61	31
ostta05g03410	454	1025	480	283	262	27
ostta05g03420	150	324	155	255	164	112
ostta05g03430	84	119	101	85	75	18
ostta05g03460	74	112	92	97	109	66
ostta05g03470	96	339	79	121	114	118
ostta05g03480	185	413	216	348	256	334
ostta05g03490	1512	5111	1572	2583	2134	2333
ostta05g03500	43	93	31	29	13	6
ostta05g03510	115	308	118	131	87	24
ostta05g03520	24	64	47	45	34	101
ostta05g03530	272	635	339	395	329	626
ostta05g03540	212	536	169	333	284	191
ostta05g03550	73	118	59	93	64	2
ostta05g03560	70	160	66	75	38	0
ostta05g03570	168	275	154	195	141	139
ostta05g03580	87	163	113	137	99	61
ostta05g03590	55	104	63	47	44	3
ostta05g03600	207	410	191	280	242	35
ostta05g03610	98	186	123	208	148	48
ostta05g03620	257	532	293	303	266	118
ostta05g03630	37	105	57	103	75	47
ostta05g03640	0	0	0	0	0	0
ostta05g03650	1564	4340	1293	1933	1654	1540
ostta05g03660	210	409	225	242	197	101
ostta05g03670	409	666	446	568	505	49
ostta05g03680	57	140	92	113	90	9
ostta05g03690	17	36	31	22	12	5
ostta05g03700	209	399	246	399	404	360
ostta05g03710	354	751	471	621	613	439
ostta05g03720	114	259	114	171	150	122
ostta05g03730	81	172	116	131	95	30
ostta05g03740	221	622	247	260	228	256
ostta05g03750	84	182	67	42	29	5
ostta05g03760	138	403	115	144	84	18
ostta05g03770	9	13	12	8	4	0
ostta05g03780	136	324	99	187	101	17
ostta05g03790	149	445	117	205	125	8
ostta05g03800	43	66	39	51	49	9
ostta05g03810	84	191	83	105	98	28
ostta05g03820	218	368	272	161	97	121
ostta05g03830	980	1864	928	1790	1568	4078
ostta05g03840	259	603	236	278	401	270
ostta05g03850	22	36	39	35	44	36
ostta05g03860	25	54	31	55	44	37
ostta05g03870	773	1472	975	1064	579	379
ostta05g03880	0	7	0	3	0	1
ostta05g03890	83	250	143	137	106	16
ostta05g03900	120	195	116	120	75	7
ostta05g03910	197	393	232	184	191	217
ostta05g03920	29	48	43	23	34	47
ostta05g03930	2	6	8	0	4	1
ostta05g03940	174	512	188	314	261	257
ostta05g03950	17	46	20	32	32	41
ostta05g03960	88	185	78	97	96	146
ostta05g03970	21	32	17	21	41	26
ostta05g03980	299	682	189	372	317	530
ostta05g03990	0	0	0	0	0	0
ostta05g04000	0	0	0	0	0	0
ostta05g04010	2	7	18	14	6	1
ostta05g04020	1	4	6	7	2	2
ostta05g04030	7	28	14	4	14	22
ostta05g04040	723	1471	741	1136	1052	1130
ostta05g04050	48	131	61	72	64	10
ostta05g04060	1599	3850	1694	2469	2371	1866
ostta05g04070	418	1089	367	485	471	460
ostta05g04080	124	395	129	157	186	258
ostta05g04090	1622	3378	2000	2450	1891	332
ostta05g04100	911	2699	727	1199	1381	1642
ostta05g04110	210	375	327	63	45	26
ostta05g04120	479	1073	564	882	746	620
ostta05g04130	489	1071	671	793	537	720
ostta05g04140	81	223	84	101	92	113
ostta05g04150	265	512	272	386	333	243
ostta05g04160	211	283	207	237	232	178
ostta05g04170	142	370	139	185	185	64
ostta05g04180	91	161	113	65	38	5
ostta05g04190	44	83	39	48	52	19
ostta05g04200	93	218	106	117	109	45
ostta05g04210	225	489	216	343	296	160
ostta05g04220	11	43	13	7	21	13
ostta05g04230	84	170	102	125	105	19
ostta05g04240	23	60	25	55	53	10
ostta05g04250	15	41	12	41	35	1
ostta05g04260	55	135	45	76	45	48
ostta05g04270	26	43	24	33	34	28
ostta05g04280	205	388	200	383	324	175
ostta05g04290	613	2227	600	601	790	699
ostta05g04300	105	286	92	265	260	490
ostta05g04310	46	81	44	104	83	134
ostta05g04320	68	178	98	134	166	113
ostta05g04330	617	1518	632	809	837	572
ostta05g04340	99	179	92	109	66	21
ostta05g04350	16	50	22	31	15	5
ostta05g04360	279	690	225	194	144	18
ostta05g04365	15	43	28	18	13	4
ostta05g04370	679	1314	772	615	463	312
ostta05g04380	26	56	35	57	53	20
ostta05g04390	81	178	67	182	90	56
